,k1,k2,k3
0,41.859736002718456,184.78240103476807,54.52904189640151
1,39.10518423488409,194.9287649673896,52.99404287784964
2,36.46036983648117,182.29467806032255,52.497372358014374
3,34.28857612516652,181.64413304432156,49.90126872596309
4,36.385377208036786,188.45100911136166,52.52950150184961
5,39.970571677370486,213.7215360593995,44.93955361058788
6,46.72899418097771,223.7939664046159,51.23516505070474
7,36.18952683482528,194.0288306091732,52.18135250634388
8,38.2210840084739,205.55701680461533,48.94150065571539
9,30.850970257798853,175.57844930166792,49.792884227982704
