,k1,k2,k3
0,196.71562,197.84244,189.72757
1,210.63396,200.43459,191.5573
2,199.14978,194.42801,191.59613
3,202.36661,197.91333,195.54091
4,195.00993,195.79721,190.76808
5,200.04578,193.88997,190.59587
6,195.65958,198.7399,186.8142
7,205.6927,195.79884,189.93953
8,203.63727,198.49539,193.23422
9,207.88892,195.38495,189.11024
10,202.65027,198.33098,192.82222
11,205.23349,197.1553,189.97945
12,196.2215,195.98434,188.62889
13,198.99919,196.10378,187.101
14,201.29825,194.29799,191.49364
15,200.83897,197.52983,192.96135
16,197.64787,195.95602,193.67876
17,202.82742,200.86334,195.4053
18,200.11276,199.41408,189.18199
19,206.23894,199.28157,191.3372
20,207.35805,200.51358,190.25505
21,204.80548,199.18002,190.11145
22,194.40077,198.7968,192.29951
23,202.92238,195.99344,194.59143
24,199.50124,196.526,193.95856
25,211.43092,200.47502,194.80109
26,203.39093,197.8162,188.04117
27,205.98479,198.68112,192.11366
28,206.74228,198.97206,194.41277
29,196.8796,196.14296,189.29137
30,204.57436,198.41595,193.69365
31,199.99774,195.99617,189.54384
32,205.2869,196.1129,191.2748
33,204.3532,196.81374,194.16635
34,191.20361,198.0851,189.71153
35,202.81122,195.92845,192.07259
36,203.21826,197.1397,188.69078
37,198.02684,200.43428,191.61407
38,199.98503,192.59099,185.77512
39,196.0044,193.99127,191.032
40,199.035,197.3423,191.91817
41,199.43636,193.27812,189.36531
42,204.15924,199.35837,194.13284
43,201.98045,201.7272,189.30527
44,200.7514,196.71692,194.4018
45,202.28705,194.20204,193.50238
46,206.89684,199.13295,193.00763
47,200.05074,201.91402,192.45409
48,196.38211,196.3686,186.86053
49,208.73262,196.28694,192.20654
50,198.05907,196.75893,195.75972
51,203.13974,199.18828,191.03827
52,206.45264,198.2429,190.11235
53,198.8081,198.72491,191.22841
54,205.24171,197.87138,188.10551
55,197.10966,195.37573,193.20306
56,208.14912,195.57857,194.43205
57,206.44414,201.37885,191.42065
58,197.98836,200.3381,193.34729
59,199.66216,195.57153,184.8936
60,198.5573,193.4821,195.59126
61,204.15318,197.37186,187.50627
62,190.90634,197.16728,187.92387
63,199.73491,196.47043,189.93515
64,202.9349,199.15169,189.99516
65,196.76976,192.35318,190.30116
66,201.7452,203.75513,189.02211
67,198.38527,198.59773,192.94763
68,193.86208,194.44858,191.4436
69,194.54779,198.55334,188.05072
70,199.60544,193.30927,189.00505
71,209.70184,198.33578,190.67302
72,199.56749,194.11707,189.47124
73,200.19356,198.72824,191.14098
74,195.29941,198.85718,192.14915
75,199.90056,196.59912,189.76639
76,203.03746,201.21878,193.58704
77,197.77243,197.48746,192.29424
78,203.29161,200.8592,194.62134
79,198.07973,197.1783,188.29388
80,192.26303,198.29996,189.72693
81,197.26364,197.53087,191.59113
82,201.50465,197.16502,191.33514
83,207.04861,197.55675,191.94505
84,207.52173,196.98251,191.98405
85,200.27753,198.34715,186.41197
86,202.76276,201.09761,196.06395
87,204.31705,196.96553,191.56992
88,201.55968,198.70229,190.48346
89,203.01492,197.05984,189.83885
90,203.55817,195.77258,192.83427
